FECHA,EMISION,PA,TV,TIPO BURSATILIDAD
2015-04-30 00:00:00,VOLARA,19.08,1,AL
2015-05-07 00:00:00,VOLARA,19.39,1,AL
2015-05-12 00:00:00,VOLARA,19.3,1,AL
2015-06-24 00:00:00,VOLARA,19.4,1,AL
2015-06-30 00:00:00,VOLARA,18.7,1,AL
2015-07-02 00:00:00,VOLARA,18.84,1,AL
2015-07-13 00:00:00,VOLARA,20.77,1,AL
2015-07-20 00:00:00,VOLARA,21.54,1,AL
2015-07-24 00:00:00,VOLARA,21.51,1,AL
2015-08-12 00:00:00,VOLARA,21.68,1,AL
2015-08-25 00:00:00,VOLARA,22.78,1,AL
2015-09-10 00:00:00,VOLARA,24.27,1,AL
2015-09-11 00:00:00,VOLARA,24.6,1,AL
2015-09-17 00:00:00,VOLARA,25.73,1,AL
2015-09-18 00:00:00,VOLARA,25.29,1,AL
2015-10-05 00:00:00,VOLARA,24.73,1,AL
2015-10-13 00:00:00,VOLARA,25.63,1,AL
2015-10-28 00:00:00,VOLARA,28.99,1,AL
2015-11-05 00:00:00,VOLARA,28.34,1,AL
2015-11-10 00:00:00,VOLARA,27.71,1,AL
2015-11-11 00:00:00,VOLARA,27.67,1,AL
2015-12-03 00:00:00,VOLARA,29.31,1,AL
2015-12-08 00:00:00,VOLARA,30.46,1,AL
2015-12-17 00:00:00,VOLARA,31.12,1,AL
2015-12-22 00:00:00,VOLARA,30.62,1,AL
2015-12-24 00:00:00,VOLARA,30.75,1,AL
2016-01-19 00:00:00,VOLARA,30.03,1,AL
2016-01-27 00:00:00,VOLARA,30.91,1,AL
2016-02-05 00:00:00,VOLARA,31.42,1,AL
2016-02-08 00:00:00,VOLARA,31.2,1,AL
2016-02-26 00:00:00,VOLARA,35.73,1,AL
2016-03-02 00:00:00,VOLARA,37.05,1,AL
2016-03-08 00:00:00,VOLARA,34.85,1,AL
2016-03-28 00:00:00,VOLARA,36.93,1,AL
2015-04-15 00:00:00,BACHOCOB,65.49,1,AL
2015-04-17 00:00:00,BACHOCOB,66.39,1,AL
2015-05-06 00:00:00,BACHOCOB,70.19,1,AL
2015-05-18 00:00:00,BACHOCOB,73.07,1,AL
2015-05-29 00:00:00,BACHOCOB,73.61,1,AL
2015-07-03 00:00:00,BACHOCOB,70.68,1,AL
2015-07-07 00:00:00,BACHOCOB,70.83,1,AL
2015-07-20 00:00:00,BACHOCOB,78.04,1,AL
2015-07-31 00:00:00,BACHOCOB,76.84,1,AL
2015-08-04 00:00:00,BACHOCOB,77.38,1,AL
2015-08-07 00:00:00,BACHOCOB,77.88,1,AL
2015-08-13 00:00:00,BACHOCOB,76.21,1,AL
2015-08-18 00:00:00,BACHOCOB,76.92,1,AL
2015-08-20 00:00:00,BACHOCOB,76.59,1,AL
2015-08-26 00:00:00,BACHOCOB,75.47,1,AL
2015-09-03 00:00:00,BACHOCOB,84.1,1,AL
2015-09-11 00:00:00,BACHOCOB,87.1,1,AL
2015-10-12 00:00:00,BACHOCOB,83.4,1,AL
2015-10-14 00:00:00,BACHOCOB,79.6,1,AL
2015-10-23 00:00:00,BACHOCOB,81.7,1,AL
2015-10-30 00:00:00,BACHOCOB,75.38,1,AL
2015-11-09 00:00:00,BACHOCOB,73.07,1,AL
2015-11-18 00:00:00,BACHOCOB,73.14,1,AL
2015-11-19 00:00:00,BACHOCOB,71.68,1,AL
2015-12-29 00:00:00,BACHOCOB,70.51,1,AL
2016-01-13 00:00:00,BACHOCOB,68.6,1,AL
2016-01-25 00:00:00,BACHOCOB,65.68,1,AL
2016-02-02 00:00:00,BACHOCOB,68.33,1,AL
2016-02-15 00:00:00,BACHOCOB,69.27,1,AL
2016-02-23 00:00:00,BACHOCOB,72.79,1,AL
2016-02-26 00:00:00,BACHOCOB,73.32,1,AL
2016-03-07 00:00:00,BACHOCOB,75,1,AL
2016-03-15 00:00:00,BACHOCOB,74.07,1,AL
2016-03-29 00:00:00,BACHOCOB,77.18,1,AL
2015-04-06 00:00:00,GFAMSAA,11.38,1,ME
2015-04-14 00:00:00,GFAMSAA,10.88,1,ME
2015-04-16 00:00:00,GFAMSAA,11.01,1,ME
2015-04-17 00:00:00,GFAMSAA,10.78,1,ME
2015-05-04 00:00:00,GFAMSAA,11.25,1,ME
2015-05-06 00:00:00,GFAMSAA,10.61,1,ME
2015-05-12 00:00:00,GFAMSAA,10.77,1,ME
2015-05-13 00:00:00,GFAMSAA,11.03,1,ME
2015-05-29 00:00:00,GFAMSAA,10.28,1,ME
2015-06-11 00:00:00,GFAMSAA,9.96,1,ME
2015-06-26 00:00:00,GFAMSAA,10.58,1,ME
2015-07-20 00:00:00,GFAMSAA,11.56,1,ME
2015-08-13 00:00:00,GFAMSAA,11.99,1,ME
2015-09-30 00:00:00,GFAMSAA,12.5,1,ME
2015-10-12 00:00:00,GFAMSAA,13.2,1,ME
2015-10-15 00:00:00,GFAMSAA,13.44,1,ME
2015-10-23 00:00:00,GFAMSAA,13.57,1,ME
2015-11-04 00:00:00,GFAMSAA,13.66,1,ME
2015-11-23 00:00:00,GFAMSAA,14.64,1,ME
2015-11-26 00:00:00,GFAMSAA,14.03,1,ME
2015-11-27 00:00:00,GFAMSAA,14.23,1,ME
2015-12-08 00:00:00,GFAMSAA,13.66,1,ME
2015-12-17 00:00:00,GFAMSAA,13.37,1,ME
2015-12-23 00:00:00,GFAMSAA,14,1,ME
2016-01-07 00:00:00,GFAMSAA,13.56,1,ME
2016-02-03 00:00:00,GFAMSAA,12.56,1,ME
2016-02-19 00:00:00,GFAMSAA,13.37,1,ME
2016-02-25 00:00:00,GFAMSAA,13.22,1,ME
2016-03-14 00:00:00,GFAMSAA,14.64,1,ME
2016-03-15 00:00:00,GFAMSAA,14.81,1,ME
2016-03-16 00:00:00,GFAMSAA,14.88,1,ME
2016-03-22 00:00:00,GFAMSAA,14.43,1,ME
2015-04-06 00:00:00,GFNORTEO,90.38,1,AL
2015-04-27 00:00:00,GFNORTEO,86.89,1,AL
2015-05-04 00:00:00,GFNORTEO,89.56,1,AL
2015-05-12 00:00:00,GFNORTEO,88.99,1,AL
2015-06-03 00:00:00,GFNORTEO,85.28,1,AL
2015-06-11 00:00:00,GFNORTEO,86.13,1,AL
2015-06-16 00:00:00,GFNORTEO,86.11,1,AL
2015-07-01 00:00:00,GFNORTEO,86.38,1,AL
2015-07-02 00:00:00,GFNORTEO,86.55,1,AL
2015-07-23 00:00:00,GFNORTEO,85.82,1,AL
2015-08-14 00:00:00,GFNORTEO,82.99,1,AL
2015-08-26 00:00:00,GFNORTEO,78.93,1,AL
2015-08-28 00:00:00,GFNORTEO,79.85,1,AL
2015-09-04 00:00:00,GFNORTEO,77.62,1,AL
2015-10-13 00:00:00,GFNORTEO,84.86,1,AL
2015-10-15 00:00:00,GFNORTEO,86.03,1,AL
2015-10-20 00:00:00,GFNORTEO,87.71,1,AL
2015-11-23 00:00:00,GFNORTEO,92.07,1,AL
2015-11-30 00:00:00,GFNORTEO,89.49,1,AL
2015-12-09 00:00:00,GFNORTEO,90.04,1,AL
2015-12-15 00:00:00,GFNORTEO,91.18,1,AL
2016-01-07 00:00:00,GFNORTEO,89.54,1,AL
2016-01-08 00:00:00,GFNORTEO,88.85,1,AL
2016-01-15 00:00:00,GFNORTEO,85.42,1,AL
2016-01-26 00:00:00,GFNORTEO,86.53,1,AL
2016-02-16 00:00:00,GFNORTEO,86.52,1,AL
2016-03-22 00:00:00,GFNORTEO,98.51,1,AL
2015-04-13 00:00:00,KUOB,27.69,1,ME
2015-04-15 00:00:00,KUOB,27,1,ME
2015-04-22 00:00:00,KUOB,26.97,1,ME
2015-04-30 00:00:00,KUOB,27,1,ME
2015-05-12 00:00:00,KUOB,26.57,1,ME
2015-05-21 00:00:00,KUOB,26.34,1,ME
2015-05-25 00:00:00,KUOB,26.51,1,ME
2015-07-03 00:00:00,KUOB,23.99,1,ME
2015-07-08 00:00:00,KUOB,23.3,1,ME
2015-07-09 00:00:00,KUOB,23.64,1,ME
2015-07-28 00:00:00,KUOB,23.48,1,ME
2015-07-29 00:00:00,KUOB,23.48,1,ME
2015-07-30 00:00:00,KUOB,23.75,1,ME
2015-09-24 00:00:00,KUOB,23.24,1,ME
2015-10-30 00:00:00,KUOB,30.22,1,ME
2015-11-12 00:00:00,KUOB,29.7,1,ME
2015-11-17 00:00:00,KUOB,29.55,1,ME
2015-12-01 00:00:00,KUOB,29.97,1,ME
2015-12-14 00:00:00,KUOB,29.2,1,ME
2015-12-17 00:00:00,KUOB,30.15,1,ME
2016-01-12 00:00:00,KUOB,29.32,1,ME
2016-02-15 00:00:00,KUOB,30.44,1,ME
2016-02-18 00:00:00,KUOB,31.85,1,ME
2016-03-08 00:00:00,KUOB,31.39,1,ME
2016-03-23 00:00:00,KUOB,32,1,ME
2016-03-30 00:00:00,KUOB,32,1,ME
2015-04-01 00:00:00,LALAB,30.56,1,AL
2015-06-03 00:00:00,LALAB,32.26,1,AL
2015-06-08 00:00:00,LALAB,32.56,1,AL
2015-06-23 00:00:00,LALAB,33.97,1,AL
2015-06-25 00:00:00,LALAB,33.77,1,AL
2015-06-30 00:00:00,LALAB,32.79,1,AL
2015-07-01 00:00:00,LALAB,32.95,1,AL
2015-07-03 00:00:00,LALAB,33.57,1,AL
2015-07-08 00:00:00,LALAB,35.05,1,AL
2015-07-15 00:00:00,LALAB,35,1,AL
2015-07-22 00:00:00,LALAB,35.17,1,AL
2015-08-11 00:00:00,LALAB,38.05,1,AL
2015-08-19 00:00:00,LALAB,36.13,1,AL
2015-08-24 00:00:00,LALAB,34.15,1,AL
2015-08-26 00:00:00,LALAB,36.35,1,AL
2015-09-11 00:00:00,LALAB,38.51,1,AL
2015-09-25 00:00:00,LALAB,38.97,1,AL
2015-10-09 00:00:00,LALAB,42.57,1,AL
2015-10-12 00:00:00,LALAB,42.66,1,AL
2015-10-19 00:00:00,LALAB,42.56,1,AL
2015-10-20 00:00:00,LALAB,42.49,1,AL
2015-11-03 00:00:00,LALAB,43.37,1,AL
2015-11-19 00:00:00,LALAB,42.09,1,AL
2015-11-20 00:00:00,LALAB,42.36,1,AL
2015-12-09 00:00:00,LALAB,39.37,1,AL
2015-12-14 00:00:00,LALAB,39.69,1,AL
2015-12-16 00:00:00,LALAB,40.45,1,AL
2015-12-30 00:00:00,LALAB,39.76,1,AL
2016-01-18 00:00:00,LALAB,40.08,1,AL
2016-02-11 00:00:00,LALAB,42.23,1,AL
2016-03-10 00:00:00,LALAB,43.09,1,AL
2016-03-16 00:00:00,LALAB,42.91,1,AL
2016-03-28 00:00:00,LALAB,45.94,1,AL
2015-05-11 00:00:00,OHLMEX*,24.62,1,AL
2015-05-26 00:00:00,OHLMEX*,23.95,1,AL
2015-06-03 00:00:00,OHLMEX*,22.44,1,AL
2015-06-04 00:00:00,OHLMEX*,22.02,1,AL
2015-07-08 00:00:00,OHLMEX*,20.13,1,AL
2015-07-20 00:00:00,OHLMEX*,25.49,1,AL
2015-07-30 00:00:00,OHLMEX*,26.19,1,AL
2015-08-05 00:00:00,OHLMEX*,25.89,1,AL
2015-08-21 00:00:00,OHLMEX*,21.76,1,AL
2015-09-01 00:00:00,OHLMEX*,21.88,1,AL
2015-09-07 00:00:00,OHLMEX*,21.89,1,AL
2015-09-11 00:00:00,OHLMEX*,20.94,1,AL
2015-09-22 00:00:00,OHLMEX*,21.77,1,AL
2015-09-29 00:00:00,OHLMEX*,20.51,1,AL
2015-09-30 00:00:00,OHLMEX*,21.79,1,AL
2015-10-02 00:00:00,OHLMEX*,21.38,1,AL
2015-11-04 00:00:00,OHLMEX*,21.35,1,AL
2015-11-05 00:00:00,OHLMEX*,20.79,1,AL
2015-11-18 00:00:00,OHLMEX*,18.96,1,AL
2015-11-26 00:00:00,OHLMEX*,19.66,1,AL
2015-12-07 00:00:00,OHLMEX*,20.19,1,AL
2015-12-08 00:00:00,OHLMEX*,19.59,1,AL
2015-12-29 00:00:00,OHLMEX*,17.9,1,AL
2016-01-04 00:00:00,OHLMEX*,18.01,1,AL
2016-01-12 00:00:00,OHLMEX*,17.5,1,AL
2016-01-13 00:00:00,OHLMEX*,17.22,1,AL
2016-01-14 00:00:00,OHLMEX*,17.25,1,AL
2016-01-29 00:00:00,OHLMEX*,16.87,1,AL
2016-02-04 00:00:00,OHLMEX*,18.39,1,AL
2016-02-11 00:00:00,OHLMEX*,18.97,1,AL
2016-02-15 00:00:00,OHLMEX*,19.19,1,AL
2016-02-18 00:00:00,OHLMEX*,20.01,1,AL
2016-03-08 00:00:00,OHLMEX*,24.92,1,AL
2016-03-10 00:00:00,OHLMEX*,24.68,1,AL
2015-04-21 00:00:00,PINFRA*,174.95,1,AL
2015-04-27 00:00:00,PINFRA*,181.41,1,AL
2015-05-04 00:00:00,PINFRA*,174.19,1,AL
2015-05-13 00:00:00,PINFRA*,173.07,1,AL
2015-06-01 00:00:00,PINFRA*,169.95,1,AL
2015-09-09 00:00:00,PINFRA*,184.37,1,AL
2015-10-02 00:00:00,PINFRA*,185.89,1,AL
2015-10-16 00:00:00,PINFRA*,197.63,1,AL
2015-11-06 00:00:00,PINFRA*,211.36,1,AL
2015-11-23 00:00:00,PINFRA*,207.17,1,AL
2015-12-09 00:00:00,PINFRA*,199.11,1,AL
2015-12-11 00:00:00,PINFRA*,197.38,1,AL
2015-12-15 00:00:00,PINFRA*,203.62,1,AL
2016-01-06 00:00:00,PINFRA*,199.8,1,AL
2016-01-11 00:00:00,PINFRA*,197.14,1,AL
2016-02-09 00:00:00,PINFRA*,213.09,1,AL
2016-02-23 00:00:00,PINFRA*,215,1,AL
2015-04-28 00:00:00,PINFRAL,164.69,1,ME
2015-06-02 00:00:00,PINFRAL,155.81,1,ME
2015-06-03 00:00:00,PINFRAL,153.95,1,ME
2015-06-10 00:00:00,PINFRAL,153.4,1,ME
2015-07-13 00:00:00,PINFRAL,155.79,1,ME
2015-08-06 00:00:00,PINFRAL,163.69,1,ME
2015-08-07 00:00:00,PINFRAL,161.61,1,ME
2015-08-13 00:00:00,PINFRAL,156.24,1,ME
2015-09-04 00:00:00,PINFRAL,166.83,1,ME
2015-10-01 00:00:00,PINFRAL,164.97,1,ME
2015-10-16 00:00:00,PINFRAL,173.66,1,ME
2015-12-09 00:00:00,PINFRAL,173.97,1,ME
2015-12-17 00:00:00,PINFRAL,177.66,1,ME
2015-12-23 00:00:00,PINFRAL,183.06,1,ME
2015-12-24 00:00:00,PINFRAL,183.7,1,ME
2015-12-31 00:00:00,PINFRAL,180.86,1,ME
2016-01-08 00:00:00,PINFRAL,173.95,1,ME
2016-01-14 00:00:00,PINFRAL,175.06,1,ME
2016-01-27 00:00:00,PINFRAL,177.58,1,ME
2016-02-02 00:00:00,PINFRAL,179.16,1,ME
2016-02-09 00:00:00,PINFRAL,182,1,ME
2016-02-15 00:00:00,PINFRAL,181.91,1,ME
2016-02-17 00:00:00,PINFRAL,185.05,1,ME
2016-02-22 00:00:00,PINFRAL,182.13,1,ME
2016-03-22 00:00:00,PINFRAL,191.13,1,ME
2015-04-01 00:00:00,RASSINIA,30.01,1,ME
2015-04-22 00:00:00,RASSINIA,32.42,1,ME
2015-04-28 00:00:00,RASSINIA,32.24,1,ME
2015-05-04 00:00:00,RASSINIA,32.07,1,ME
2015-05-15 00:00:00,RASSINIA,31.32,1,ME
2015-05-19 00:00:00,RASSINIA,31.25,1,ME
2015-05-25 00:00:00,RASSINIA,31.3,1,ME
2015-06-03 00:00:00,RASSINIA,31.22,1,ME
2015-06-08 00:00:00,RASSINIA,31.66,1,ME
2015-06-12 00:00:00,RASSINIA,31.89,1,ME
2015-06-19 00:00:00,RASSINIA,31,1,ME
2015-06-24 00:00:00,RASSINIA,30.89,1,ME
2015-07-03 00:00:00,RASSINIA,30.95,1,ME
2015-07-10 00:00:00,RASSINIA,30.8,1,ME
2015-07-17 00:00:00,RASSINIA,31.4,1,ME
2015-07-27 00:00:00,RASSINIA,30.96,1,ME
2015-08-07 00:00:00,RASSINIA,30.44,1,ME
2015-08-12 00:00:00,RASSINIA,30.5,1,ME
2015-08-17 00:00:00,RASSINIA,30.3,1,ME
2015-08-18 00:00:00,RASSINIA,30.47,1,ME
2015-08-27 00:00:00,RASSINIA,30.68,1,ME
2015-09-10 00:00:00,RASSINIA,30.57,1,ME
2015-09-21 00:00:00,RASSINIA,30.46,1,ME
2015-09-24 00:00:00,RASSINIA,30.82,1,ME
2015-09-25 00:00:00,RASSINIA,30.64,1,ME
2015-09-30 00:00:00,RASSINIA,30.51,1,ME
2015-10-01 00:00:00,RASSINIA,29.97,1,ME
2015-10-07 00:00:00,RASSINIA,30.62,1,ME
2015-10-09 00:00:00,RASSINIA,30.99,1,ME
2015-10-23 00:00:00,RASSINIA,32.05,1,ME
2015-10-28 00:00:00,RASSINIA,31.75,1,ME
2015-12-02 00:00:00,RASSINIA,31.65,1,ME
2015-12-11 00:00:00,RASSINIA,30.84,1,ME
2015-12-16 00:00:00,RASSINIA,31.74,1,ME
2015-12-29 00:00:00,RASSINIA,32.79,1,ME
2016-01-07 00:00:00,RASSINIA,31.7,1,ME
2016-01-15 00:00:00,RASSINIA,32,1,ME
2016-01-19 00:00:00,RASSINIA,32,1,ME
2016-01-21 00:00:00,RASSINIA,31.06,1,ME
2016-01-28 00:00:00,RASSINIA,31.62,1,ME
2016-02-24 00:00:00,RASSINIA,33.95,1,ME
2016-02-29 00:00:00,RASSINIA,34.23,1,ME
2016-03-01 00:00:00,RASSINIA,34.3,1,ME
2016-03-15 00:00:00,RASSINIA,35.03,1,ME
2015-04-10 00:00:00,VITROA,32.99,1,ME
2015-04-14 00:00:00,VITROA,32.9,1,ME
2015-04-15 00:00:00,VITROA,33,1,ME
2015-05-04 00:00:00,VITROA,33.5,1,ME
2015-05-05 00:00:00,VITROA,33.6,1,ME
2015-05-14 00:00:00,VITROA,43.45,1,ME
2015-05-21 00:00:00,VITROA,42.49,1,ME
2015-05-22 00:00:00,VITROA,42.4,1,ME
2015-05-27 00:00:00,VITROA,41,1,ME
2015-06-08 00:00:00,VITROA,44.1,1,ME
2015-06-09 00:00:00,VITROA,43.86,1,ME
2015-06-11 00:00:00,VITROA,44.38,1,ME
2015-06-16 00:00:00,VITROA,44,1,ME
2015-07-13 00:00:00,VITROA,46.12,1,ME
2015-07-28 00:00:00,VITROA,47.75,1,ME
2015-07-30 00:00:00,VITROA,50.5,1,ME
2015-08-04 00:00:00,VITROA,52.67,1,ME
2015-08-07 00:00:00,VITROA,52.29,1,ME
2015-09-07 00:00:00,VITROA,62,1,ME
2015-09-08 00:00:00,VITROA,60.11,1,ME
2015-09-21 00:00:00,VITROA,66.69,1,ME
2015-10-05 00:00:00,VITROA,38,1,ME
2015-10-06 00:00:00,VITROA,38.17,1,ME
2015-10-20 00:00:00,VITROA,39.07,1,ME
2015-11-13 00:00:00,VITROA,54.35,1,ME
2015-11-18 00:00:00,VITROA,53.76,1,ME
2015-12-02 00:00:00,VITROA,50.03,1,ME
2016-01-07 00:00:00,VITROA,53.04,1,ME
2016-01-11 00:00:00,VITROA,53.88,1,ME
2016-01-14 00:00:00,VITROA,52.73,1,ME
2016-01-20 00:00:00,VITROA,52.19,1,ME
2016-01-21 00:00:00,VITROA,52.1,1,ME
2016-01-22 00:00:00,VITROA,52.21,1,ME
2016-01-25 00:00:00,VITROA,52.11,1,ME
2016-01-26 00:00:00,VITROA,53.37,1,ME
2016-02-03 00:00:00,VITROA,53,1,ME
2016-02-15 00:00:00,VITROA,53.86,1,ME
2016-02-17 00:00:00,VITROA,54.36,1,ME
2016-02-18 00:00:00,VITROA,54.27,1,ME
2016-02-24 00:00:00,VITROA,57.56,1,ME
2016-03-01 00:00:00,VITROA,58.74,1,ME
2016-03-04 00:00:00,VITROA,58.35,1,ME
2016-03-28 00:00:00,VITROA,57.84,1,ME
2016-03-29 00:00:00,VITROA,57.5,1,ME
2015-04-10 00:00:00,ALSEA*,44.92,1,AL
2015-04-24 00:00:00,ALSEA*,46.87,1,AL
2015-04-28 00:00:00,ALSEA*,46.71,1,AL
2015-05-08 00:00:00,ALSEA*,47.13,1,AL
2015-05-21 00:00:00,ALSEA*,46.81,1,AL
2015-05-25 00:00:00,ALSEA*,46.34,1,AL
2015-07-17 00:00:00,ALSEA*,51.39,1,AL
2015-07-24 00:00:00,ALSEA*,51.73,1,AL
2015-08-14 00:00:00,ALSEA*,51.55,1,AL
2015-08-18 00:00:00,ALSEA*,51.71,1,AL
2015-08-21 00:00:00,ALSEA*,49.01,1,AL
2015-08-27 00:00:00,ALSEA*,50.52,1,AL
2015-09-09 00:00:00,ALSEA*,50.27,1,AL
2015-09-23 00:00:00,ALSEA*,50.64,1,AL
2015-11-03 00:00:00,ALSEA*,55.49,1,AL
2015-11-06 00:00:00,ALSEA*,56.92,1,AL
2015-12-02 00:00:00,ALSEA*,58.86,1,AL
2015-12-14 00:00:00,ALSEA*,55.26,1,AL
2016-02-10 00:00:00,ALSEA*,65.06,1,AL
2016-03-02 00:00:00,ALSEA*,66.95,1,AL
2016-03-15 00:00:00,ALSEA*,64.48,1,AL
2015-04-07 00:00:00,AXTELCPO,4.81,1,ME
2015-04-08 00:00:00,AXTELCPO,4.72,1,ME
2015-04-22 00:00:00,AXTELCPO,4.69,1,ME
2015-04-23 00:00:00,AXTELCPO,4.48,1,ME
2015-05-12 00:00:00,AXTELCPO,4.22,1,ME
2015-05-19 00:00:00,AXTELCPO,4.83,1,ME
2015-05-29 00:00:00,AXTELCPO,4.68,1,ME
2015-06-03 00:00:00,AXTELCPO,4.65,1,ME
2015-06-04 00:00:00,AXTELCPO,4.68,1,ME
2015-06-15 00:00:00,AXTELCPO,4.92,1,ME
2015-06-24 00:00:00,AXTELCPO,5.06,1,ME
2015-06-25 00:00:00,AXTELCPO,5,1,ME
2015-07-20 00:00:00,AXTELCPO,4.95,1,ME
2015-07-23 00:00:00,AXTELCPO,4.89,1,ME
2015-07-30 00:00:00,AXTELCPO,5.43,1,ME
2015-08-05 00:00:00,AXTELCPO,6.08,1,ME
2015-08-12 00:00:00,AXTELCPO,6.25,1,ME
2015-08-31 00:00:00,AXTELCPO,6.79,1,ME
2015-09-08 00:00:00,AXTELCPO,7.09,1,ME
2015-09-10 00:00:00,AXTELCPO,7.15,1,ME
2015-09-14 00:00:00,AXTELCPO,7.65,1,ME
2015-09-15 00:00:00,AXTELCPO,7.68,1,ME
2015-09-23 00:00:00,AXTELCPO,7.71,1,ME
2015-09-24 00:00:00,AXTELCPO,7.65,1,ME
2015-09-28 00:00:00,AXTELCPO,7.95,1,ME
2015-09-30 00:00:00,AXTELCPO,7.91,1,ME
2015-10-01 00:00:00,AXTELCPO,7.96,1,ME
2015-10-14 00:00:00,AXTELCPO,7.82,1,ME
2015-10-28 00:00:00,AXTELCPO,6.86,1,ME
2015-10-30 00:00:00,AXTELCPO,7.12,1,ME
2015-11-13 00:00:00,AXTELCPO,7.41,1,ME
2015-12-07 00:00:00,AXTELCPO,8.91,1,ME
2015-12-08 00:00:00,AXTELCPO,8.86,1,ME
2015-12-18 00:00:00,AXTELCPO,8.44,1,ME
2016-01-06 00:00:00,AXTELCPO,8.76,1,ME
2016-01-13 00:00:00,AXTELCPO,8.66,1,ME
2016-01-19 00:00:00,AXTELCPO,8.27,1,ME
2016-01-22 00:00:00,AXTELCPO,7.97,1,ME
2016-02-12 00:00:00,AXTELCPO,7.71,1,ME
2016-02-15 00:00:00,AXTELCPO,7.84,1,ME
2016-02-19 00:00:00,AXTELCPO,7.74,1,ME
2016-02-25 00:00:00,AXTELCPO,7.75,1,ME
2016-03-14 00:00:00,AXTELCPO,8.4,1,ME
2016-03-18 00:00:00,AXTELCPO,8.17,1,ME
2016-03-28 00:00:00,AXTELCPO,8.14,1,ME
2016-03-30 00:00:00,AXTELCPO,8.33,1,ME
2016-03-31 00:00:00,AXTELCPO,8.48,1,ME
2015-04-10 00:00:00,BOLSAA,26.610828,1,AL
2015-04-21 00:00:00,BOLSAA,26.182905,1,AL
2015-04-22 00:00:00,BOLSAA,28.03392,1,AL
2015-04-24 00:00:00,BOLSAA,28.531505,1,AL
2015-04-30 00:00:00,BOLSAA,29.367447,1,AL
2015-05-05 00:00:00,BOLSAA,28.382229,1,AL
2015-05-15 00:00:00,BOLSAA,28.014017,1,AL
2015-06-02 00:00:00,BOLSAA,27.178075,1,AL
2015-06-04 00:00:00,BOLSAA,27.237785,1,AL
2015-06-08 00:00:00,BOLSAA,27.048702,1,AL
2015-06-22 00:00:00,BOLSAA,27.814983,1,AL
2015-07-03 00:00:00,BOLSAA,28.750442,1,AL
2015-07-14 00:00:00,BOLSAA,28.74049,1,AL
2015-07-15 00:00:00,BOLSAA,28.471795,1,AL
2015-08-06 00:00:00,BOLSAA,28.670829,1,AL
2015-08-14 00:00:00,BOLSAA,27.38706,1,AL
2015-08-18 00:00:00,BOLSAA,27.068606,1,AL
2015-09-01 00:00:00,BOLSAA,25.207639,1,AL
2015-10-20 00:00:00,BOLSAA,28.09,1,AL
2015-10-21 00:00:00,BOLSAA,28.4,1,AL
2015-10-26 00:00:00,BOLSAA,28.55,1,AL
2015-11-20 00:00:00,BOLSAA,25.75,1,AL
2015-12-01 00:00:00,BOLSAA,23.56,1,AL
2015-12-16 00:00:00,BOLSAA,22.78,1,AL
2015-12-21 00:00:00,BOLSAA,23.53,1,AL
2016-01-07 00:00:00,BOLSAA,21.94,1,AL
2016-01-08 00:00:00,BOLSAA,21.56,1,AL
2016-01-20 00:00:00,BOLSAA,22.51,1,AL
2016-01-25 00:00:00,BOLSAA,22.76,1,AL
2016-02-12 00:00:00,BOLSAA,23.24,1,AL
2016-03-07 00:00:00,BOLSAA,27.02,1,AL
2016-03-08 00:00:00,BOLSAA,25.87,1,AL
2016-03-31 00:00:00,BOLSAA,29.58,1,AL
2015-04-01 00:00:00,CEMEXCPO,13.778846,1,AL
2015-04-07 00:00:00,CEMEXCPO,14.528846,1,AL
2015-04-22 00:00:00,CEMEXCPO,14.826923,1,AL
2015-04-24 00:00:00,CEMEXCPO,15.307692,1,AL
2015-04-27 00:00:00,CEMEXCPO,15.413461,1,AL
2015-05-07 00:00:00,CEMEXCPO,14.92,1,AL
2015-05-11 00:00:00,CEMEXCPO,15.44,1,AL
2015-05-12 00:00:00,CEMEXCPO,15.4,1,AL
2015-05-29 00:00:00,CEMEXCPO,14.42,1,AL
2015-07-02 00:00:00,CEMEXCPO,14.33,1,AL
2015-08-12 00:00:00,CEMEXCPO,13.18,1,AL
2015-08-19 00:00:00,CEMEXCPO,13.1,1,AL
2015-09-03 00:00:00,CEMEXCPO,12.74,1,AL
2015-09-10 00:00:00,CEMEXCPO,12.96,1,AL
2015-09-23 00:00:00,CEMEXCPO,12.1,1,AL
2015-09-28 00:00:00,CEMEXCPO,11.42,1,AL
2015-10-05 00:00:00,CEMEXCPO,12.24,1,AL
2015-10-08 00:00:00,CEMEXCPO,13,1,AL
2015-10-13 00:00:00,CEMEXCPO,12.81,1,AL
2015-11-09 00:00:00,CEMEXCPO,10.03,1,AL
2015-11-25 00:00:00,CEMEXCPO,10.25,1,AL
2015-12-15 00:00:00,CEMEXCPO,8.95,1,AL
2015-12-16 00:00:00,CEMEXCPO,9.1,1,AL
2015-12-22 00:00:00,CEMEXCPO,9.09,1,AL
2016-01-15 00:00:00,CEMEXCPO,7.92,1,AL
2016-01-18 00:00:00,CEMEXCPO,7.85,1,AL
2016-01-21 00:00:00,CEMEXCPO,7.88,1,AL
2016-02-29 00:00:00,CEMEXCPO,10,1,AL
2016-03-14 00:00:00,CEMEXCPO,10.91,1,AL
2015-05-11 00:00:00,CREAL*,37.02,0,ME
2015-05-12 00:00:00,CREAL*,37.61,0,ME
